# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:01
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.0850733113475144,0.296764237107709
NA,0.946751391049474
0.621127299265936,0.882172494195402
0.89581252890639,0.585660774959251
0.540596935665235,0.392755437176675
0.579295813106,0.388737248955294
0.770923284813762,NA
0.871913491282612,0.43098546215333
NA,0.283398914150894
NA,0.191708100959659
0.175348803866655,0.499923879280686
0.861667469143867,0.314336993964389
0.966494530439377,NA
0.953628881834447,NA
0.110783650306985,0.36460819770582
NA,0.620903654955328
0.533718268852681,0.134929069783539
0.851037943037227,0.852218796499074
0.886001163627952,NA
NA,0.634466707007959
0.662235104246065,0.739462934667245
0.4823458425235,0.966390961548313
0.703837388427928,0.111638545291498
0.655257637379691,0.898543881718069
0.255987636977807,NA
0.210584494983777,NA
0.538196412147954,0.0589876091107726
0.0875275561120361,0.939709507394582
0.703646525507793,0.0827303279656917
0.286436812020838,0.11269441456534
NA,0.822315668920055
0.375659016659483,0.952519481768832
NA,0.249879359733313
0.195699305739254,NA
0.508555124513805,0.760730453999713
0.190478182164952,0.311568477656692
0.502614054363221,NA
0.983251840109006,0.496089481981471
0.956239613471553,NA
NA,0.105866964673623
0.0714330072514713,0.286992689128965
0.596072385087609,0.782022617990151
NA,NA
0.591343285515904,NA
0.662853981135413,0.821092655183747
NA,NA
0.804761101957411,0.426334712188691
0.0434761941432953,0.546477852156386
0.63064814102836,0.683223651256412
NA,0.265470033977181
NA,0.163323670160025
0.592429255601019,0.790529111865908
0.265244980575517,0.119733276544139
