# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:00
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.758001408539712,0.896503815194592
0.14400868373923,0.69989296561107
0.257249135291204,NA
0.943338268669322,0.904532941989601
NA,0.729196382919326
0.619542621774599,0.388786717550829
0.0791012879926711,NA
NA,0.775815495988354
NA,0.658666906412691
0.474234991474077,NA
0.199396720854566,0.744069162756205
0.59352172142826,NA
0.370327411685139,0.978396413847804
0.286736803129315,0.121434231288731
0.862099108053371,0.419038884108886
0.903840374434367,0.02813361864537
0.931745875859633,NA
NA,0.461934099206701
0.346881341887638,0.474928229348734
0.689112578518689,0.0508478726260364
0.552831767126918,0.511466054944322
0.523441534489393,0.945782687747851
NA,0.736580747412518
0.252107462612912,0.929807472741231
0.81900414195843,0.197096230695024
0.444665734656155,NA
NA,NA
NA,0.890723652904853
0.288800607202575,NA
0.393070409307256,0.712888532085344
0.586613909108564,0.718763556098565
0.516244914615527,0.0838739385362715
0.570136880734935,0.91952329967171
0.950865153456107,0.340055840089917
0.800065658055246,0.503382400842384
0.0146808619610965,NA
0.347652523545548,0.0858009224757552
NA,0.248077329946682
0.84306426695548,0.457567731617019
0.117689580656588,NA
NA,0.666420852066949
0.529913668287918,0.407496672356501
0.579797013662755,0.918494393816218
NA,0.879040368599817
0.551471574464813,0.10886832466349
0.0943775137420744,0.102658870164305
NA,NA
0.041823273524642,0.944922644179314
NA,0.346616339636967
0.599084548885003,NA
0.999467233894393,0.627279034117237
