# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:00
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.187460590852425,0.95930471108295
0.167889945674688,0.496556346770376
NA,0.950600725831464
NA,0.850686281220987
0.532151408260688,0.254927375819534
0.0829849499277771,0.564919397002086
0.0813869829289615,0.75237800553441
0.882799095241353,0.244169737678021
NA,0.346326833125204
0.0399482923094183,0.356991942273453
0.603614321677014,0.0876162501517683
0.382912541972473,0.440871976083145
NA,0.877785647753626
0.0782106940168887,0.968558948021382
0.698477725731209,0.247345057781786
0.534498140914366,0.528692453866825
0.0805910823401064,0.737289753975347
0.537580771604553,0.0682597330305725
0.0488775151316077,0.310308657120913
0.872780078556389,0.47762749181129
0.631271246355027,NA
0.439149203244597,0.252666545799002
0.576142809120938,0.839021533494815
0.424509456846863,0.434788841754198
0.880906789330766,NA
NA,0.898177608149126
0.931339367059991,0.749980469699949
0.67465332406573,NA
0.23564849817194,0.785945713287219
0.415494927903637,0.992615805473179
0.711719268932939,0.37262063799426
0.408138590166345,0.426958225667477
0.416714200051501,0.419901753310114
0.769168054219335,0.928514025639743
0.651203935267404,0.110535685438663
0.173909017816186,0.828916582744569
0.642611969029531,0.983635411597788
0.739478317089379,0.435065640602261
0.438110298942775,NA
0.997484250925481,0.918557586846873
0.348274933639914,0.267897106939927
0.498878599377349,NA
NA,0.275756294839084
0.145960786612704,0.570446503581479
0.99068583198823,0.392970316810533
0.488513273885474,0.575112343998626
0.493775943061337,0.450468682218343
NA,0.719677930930629
0.686495435191318,0.713599151233211
NA,NA
0.160606825025752,0.718232680810615
0.189132280880585,0.552977248094976
0.711298934649676,0.79844640311785
0.400568342301995,0.500929256435484
0.35108080226928,0.559958311729133
0.0509814026299864,0.126512858550996
0.365161975612864,0.819324047537521
0.874943564180285,0.748108710628003
0.195116473827511,0.791119096335024
0.215308384504169,0.939360865857452
0.944907307857648,0.498537972103804
NA,0.896566478768364
0.140441495692357,0.764462076127529
0.880321999778971,0.264411445008591
0.583524214336649,0.623643206432462
0.178364250576124,0.273356800666079
0.164439719868824,NA
0.813585018971935,NA
0.88289896864444,0.292900606058538
0.336705623427406,0.415099501376972
0.105575220892206,0.424450495978817
0.134583731647581,0.542428878834471
0.353679166175425,NA
0.149832519702613,0.510661788051948
0.40397073677741,0.554222979350016
0.772001601522788,0.0617471649311483
0.613568038679659,0.714436167152599
