# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:00
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.559433362213895,NA
NA,0.468836354091763
NA,0.836971348850057
NA,NA
NA,NA
NA,NA
0.693655371433124,NA
NA,0.138180836569518
0.635340375825763,NA
0.272270852467045,0.0689148269593716
NA,NA
0.489861376117915,NA
NA,0.772860097931698
NA,0.754834283608943
0.972697016783059,0.932982401456684
0.0606741067022085,NA
0.774861601414159,0.878547426313162
NA,0.485180936055258
0.962527302792296,0.996625347062945
0.644719595788047,NA
NA,NA
NA,NA
NA,NA
