# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:02
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.883861245354638,0.665323383640498
0.310498884879053,0.714938971679658
0.428746876074001,0.452638102229685
NA,NA
0.927087997784838,NA
0.986259003169835,0.53513993578963
0.238644351949915,NA
0.868563816649839,0.738577651791275
0.691513263620436,0.938472824404016
NA,0.468796364264563
NA,0.328947903122753
NA,0.118424122221768
0.985506589524448,NA
0.55367822968401,0.057258352637291
0.983807174023241,0.259333550231531
0.412896471330896,0.473697716603056
0.184968239627779,0.198969100601971
0.254816559841856,0.437612146371976
0.627934457734227,0.526552563300356
NA,0.256092098308727
0.00949597847647965,0.843551382422447
0.631136564072222,0.411765918834135
0.70279061421752,NA
0.426619375590235,0.334727242356166
0.32647486240603,0.833402490708977
0.190235930262133,0.77643023384735
0.84484407142736,0.388917661271989
0.881526057608426,0.446383401751518
NA,NA
0.841388338478282,0.584025393938646
0.926239800872281,0.367376496316865
0.877377577591687,0.57274481584318
0.201683632098138,0.8373779412359
0.171696750679985,NA
0.626428346848115,0.822267887182534
NA,0.805189581122249
0.0840411877725273,0.175989244366065
NA,0.572866979055107
0.477186574833468,0.48032098216936
0.832262281095609,0.670758449472487
0.25554739846848,NA
0.582582629751414,0.300589780556038
0.016304730437696,0.0420084383804351
0.614158026641235,0.387281393865123
