# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:04
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.960338417440653,0.675786811625585
0.199397294549271,0.107020381139591
0.393353854073212,0.573560346150771
0.309943958185613,0.672107435297221
0.979876399738714,0.748381634941325
0.19216434773989,0.982281913980842
NA,0.297302469378337
0.725060059921816,0.205140222329646
0.990181367145851,0.994410848012194
0.538075199350715,0.35978665528819
0.0314486715942621,0.953592576319352
0.164035308174789,0.664956814376637
0.209557812660933,0.199501205002889
0.633941932814196,0.649872201029211
0.598940957337618,0.650175248505548
0.748188421828672,0.794101743493229
0.590821592370048,0.948139591375366
0.101293965242803,0.564126924378797
0.357921512797475,0.357900099130347
0.50276776519604,0.0924376831389964
0.531498617725447,0.930492976913229
0.355704403249547,0.659414029214531
0.212943952297792,0.62842148100026
NA,NA
0.756912513636053,0.831333838868886
0.0738391790073365,0.233164094155654
0.870744030922651,0.500163085991517
0.225555769633502,0.748805201845244
0.0204084631986916,0.337649971246719
0.888190158875659,0.419599027838558
0.637658142251894,NA
0.428317750338465,0.910060517024249
NA,0.965501868631691
0.183967820368707,0.21209636121057
0.718265688046813,0.263952672714368
0.819112590746954,0.930129210231826
0.578537324210629,0.241111163515598
0.433152421843261,NA
0.659821664914489,0.4612756150309
NA,0.459509547334164
0.314943007891998,NA
0.210466004442424,0.654113855445758
0.51393652963452,0.315018301131204
0.26043339795433,NA
NA,0.460613370407373
0.19952584290877,0.856550890486687
0.227958080358803,0.4467128359247
0.933943575946614,NA
0.127333384007215,0.784020217834041
0.835560366511345,0.897798322839662
0.400206370977685,0.678292058873922
0.151342618977651,0.833145574433729
0.420152388047427,NA
0.120800743578002,0.84238904598169
0.451252500526607,NA
0.873076802818105,0.0263643828220665
0.201241024071351,0.526127349585295
0.649197025224566,0.720469610765576
0.581182322930545,0.525136291282251
NA,0.711432245792821
0.468355307355523,0.0273425439372659
NA,0.201525271171704
0.371036644559354,0.835813159588724
NA,0.613844837760553
0.881574986735359,0.463282992597669
0.479511141078547,0.0804604645818472
0.621655826224014,0.776790037751198
0.39747339556925,0.948644491843879
0.221765295369551,0.356956640025601
0.321224982384592,0.0928189910482615
0.00695580895990133,0.586632160237059
0.207220962969586,0.582183982245624
0.0998024770524353,0.0297450395300984
0.504201171221212,0.320257096085697
0.0104542442131788,0.734989570220932
0.800903331954032,0.693252538796514
0.711520176613703,0.410037287278101
0.129629619186744,0.18109000264667
