# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:02
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.0228982318658382,0.66304554999806
0.917189580854028,0.739998555742204
0.744847044581547,0.212637554621324
0.112030445598066,0.0466988708358258
0.946868700906634,0.126134194200858
0.82611297420226,0.916320167947561
0.961462865117937,0.430514043662697
0.0344106920529157,0.0808828826993704
0.769811962032691,0.927598363021389
NA,0.471222145017236
0.0245937611907721,0.247365840012208
0.159515199484304,NA
0.613101956434548,NA
0.340144856600091,NA
NA,0.51751699578017
NA,0.150460081873462
0.127016260055825,0.686806763289496
NA,NA
0.646228659199551,0.46535380021669
0.433354945620522,0.462527867872268
0.721045165322721,0.749057126231492
0.402992641087621,0.0226685097441077
0.0748050888068974,0.399768433533609
0.704232251504436,0.503257238771766
0.324669562047347,0.311760406475514
0.440249952720478,0.786104390164837
0.695729493396357,0.134405161719769
0.43297487590462,0.14213137794286
0.909279168117791,0.31413599755615
0.443593478994444,0.0359503624495119
NA,NA
