# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:04
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
NA,NA
0.355302867712453,0.426987307611853
NA,0.991484865546227
NA,NA
0.410571570508182,NA
0.932313149329275,0.761980196461082
0.338123859837651,0.865568709559739
0.84613062441349,0.697836469626054
0.501701868604869,NA
0.0123616843484342,0.467730521224439
0.569184711202979,0.191761201713234
0.662847274448723,0.401044392725453
NA,0.450848583132029
0.997311999090016,NA
0.104043246014044,0.38828056352213
0.0181563529185951,0.0991967916488647
0.0959584689699113,0.675735879223794
NA,0.444554797606543
NA,0.360772072803229
0.174446252873167,NA
0.550718586659059,0.445857002865523
0.049897690070793,0.292201180243865
0.973411516752094,0.229878883576021
0.198048692429438,0.206192823126912
0.106664676219225,NA
NA,0.511491346405819
0.273806203622371,0.924395431997254
0.0467415796592832,0.735404086532071
0.873881080187857,NA
NA,0.560656715417281
0.25639417511411,NA
0.884014047449455,0.532307289307937
NA,0.279641206143424
0.401308834552765,0.578055338002741
0.280630653956905,NA
0.619951886124909,0.791840721620247
0.811547231161967,0.453003001399338
0.310943525051698,0.794019756140187
NA,0.37126650265418
