# Simulated random data file for batch processing 
# timestamp: 2018-03-28 15:50:03
# Adrian Wiegman 
# ------------------------------- 
"varX","varY"
0.370515168178827,NA
0.12213176721707,0.674458857625723
0.86176234902814,0.904619134962559
NA,0.656457344070077
0.774623109027743,0.412250225665048
NA,0.741147960536182
0.896687996340916,0.904932855628431
0.500119269825518,0.52546266047284
0.494062646990642,0.28399796015583
0.314127578167245,0.670390825951472
0.158617131179199,NA
0.353452957700938,0.456880085868761
0.333623654209077,0.102340126642957
0.0707830560859293,0.972342602908611
0.553932499140501,0.189067754428834
0.383826199220493,0.207844857592136
0.908937128260732,NA
NA,0.321615092689171
0.296214500907809,0.899278553202748
0.098673511762172,0.164844984188676
0.252070295158774,0.81532927416265
0.0800648331642151,0.293946256162599
NA,0.608780205249786
0.349937274120748,0.643129818607122
0.111700403736904,0.876750398892909
0.381558854831383,0.0220114390831441
0.0871571325697005,0.800123467808589
0.0192659250460565,0.0792306947987527
0.246910131536424,0.510691795963794
0.394073198316619,0.701257085660473
0.936891137855127,0.604658380383626
0.858379123033956,0.587024142034352
0.164062745636329,NA
0.871889844303951,NA
NA,0.722349715884775
0.924935010261834,0.797684005694464
0.214969263412058,0.28496651398018
0.700462887296453,0.0384566555730999
0.722154346993193,0.0554145434871316
0.556200607446954,0.0638001086190343
0.917334480443969,0.844910712912679
0.798971415264532,0.915275479434058
0.429226226173341,0.38027942716144
0.577151782112196,NA
0.73242378840223,0.845070749521255
0.491771931061521,0.179044407326728
NA,0.940174103248864
0.438346055103466,0.066919730277732
0.838918538764119,0.694633587263525
0.865354439243674,0.155562022700906
0.0258795765694231,0.347401649458334
0.0318924232851714,0.404148319037631
0.857099956832826,0.4188862668816
0.38907517073676,NA
0.722652514930815,0.872936432948336
NA,0.609538730233908
0.836972875753418,0.837589437840506
0.132748462958261,0.742600044701248
0.0341483019292355,0.146934483898804
0.519683583639562,0.927133433986455
0.697829880286008,0.607082122238353
0.279126749839634,0.0114604756236076
