# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 15:49:50
# Adrian Wiegman
# ------------------------

# ERRORS 
# unable to perform regression on filerandomXY049.csv
# ------------------------------------

"ID","fileName","slope","pVal","r2","RAWnrow","CLEANnrow"
1,"randomXY001.csv",0.326086690535988,0.288000699309234,0.124100531802555,18,11
2,"randomXY002.csv",0.149918336590884,0.299472601524642,0.0195581292511896,71,57
3,"randomXY003.csv",-0.119258178013222,0.635109337830685,0.0193723280890658,26,14
4,"randomXY004.csv",0.017637354290485,0.945746585585731,0.000280478818985705,32,19
5,"randomXY005.csv",0.0293197584772983,0.82483326711072,0.000796212756954711,82,64
6,"randomXY006.csv",0.0409045440597006,0.69240053194222,0.00207063904013087,92,78
7,"randomXY007.csv",-0.134294156571891,0.199896813393811,0.0188159379360164,99,89
8,"randomXY008.csv",-0.101836466052864,0.415440214389858,0.0133073653176076,75,52
9,"randomXY009.csv",0.122863617297694,0.299635738220858,0.0136107915733707,95,81
10,"randomXY010.csv",-0.00393628523512438,0.979919195328312,1.42358465272156e-05,65,47
11,"randomXY011.csv",-0.026328510211135,0.829898872076275,0.000762533495531434,71,63
12,"randomXY012.csv",-0.0169274028774128,0.891161812893419,0.000451036669708173,53,44
13,"randomXY013.csv",-0.0116416445490644,0.931193588876297,0.000147608589059102,61,53
14,"randomXY014.csv",-0.275024010713478,0.279189425965862,0.0775243223967176,39,17
15,"randomXY015.csv",-0.186239668590652,0.593804310292333,0.029453756764135,27,12
16,"randomXY016.csv",0.100795969132848,0.417541921274897,0.00803147909000098,92,84
17,"randomXY017.csv",0.0514559946339203,0.842622859525536,0.00291357745316258,25,16
18,"randomXY018.csv",-0.0975318525050432,0.469396376342265,0.00938579578176162,72,58
19,"randomXY019.csv",0.676768291776267,0.17684000256204,0.330657516849759,15,7
20,"randomXY020.csv",-0.388154983680217,0.084015734443974,0.19815803748004,29,16
21,"randomXY021.csv",-0.219431923298776,0.13062918220483,0.0489747741953429,54,48
22,"randomXY022.csv",0.538836161355008,0.138235562601017,0.173681801498946,19,14
23,"randomXY023.csv",0.346730140394295,0.240155988581382,0.112908762800675,17,14
24,"randomXY024.csv",-0.0596637640462136,0.647981772460973,0.0031296457826602,88,69
25,"randomXY025.csv",-0.38473755704177,0.196723746508459,0.177610177368098,19,11
26,"randomXY026.csv",0.270449764276037,0.0859871080702,0.105243629857713,41,29
27,"randomXY027.csv",0.000286430617778313,0.999413249584908,5.68467589003886e-08,25,12
28,"randomXY028.csv",-0.0220479882515618,0.865210645647912,0.000581889170006947,72,52
29,"randomXY029.csv",0.10303621071965,0.370702964457651,0.0116293637986284,86,71
30,"randomXY030.csv",0.0601105634595613,0.600193692831998,0.00309913212960452,97,91
31,"randomXY031.csv",0.0564266129672532,0.62229444335192,0.00320874994161338,96,78
32,"randomXY032.csv",-0.199145741552646,0.170326829780546,0.0388038083688088,63,50
33,"randomXY033.csv",0.121896198514142,0.682177476996085,0.022059221877378,20,10
34,"randomXY034.csv",0.0832370635622537,0.576139934458594,0.00787990484355469,57,42
35,"randomXY035.csv",-0.000640685751078603,0.995196597011329,4.23886455060164e-07,98,88
