# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 15:49:46
# Adrian Wiegman
# ------------------------

"ID","fileName","slope","pVal","r2","RAWnrow","CLEANnrow"
1,"randomXY001.csv",0.274071438406544,0.510670102266798,0.0641934983729577,15,9
2,"randomXY002.csv",-0.156937266153227,0.182731316413327,0.0232384094534788,89,78
3,"randomXY003.csv",-0.65189638940925,0.0858170250873517,0.225968905172449,22,14
4,"randomXY004.csv",-0.136015337424245,0.470376744712992,0.0169371776766212,45,33
5,"randomXY005.csv",-0.0447900977816305,0.697096884486554,0.00246045333074503,80,64
6,"randomXY006.csv",0.0861750175827877,0.915590780227316,0.00440146616371472,17,5
7,"randomXY007.csv",0.179392648953891,0.345840755921927,0.0387140575588055,34,25
8,"randomXY008.csv",0.0471165150229323,0.696560530676523,0.00278634906247459,65,57
9,"randomXY009.csv",0.0853430357998688,0.593700119471281,0.00871765462021773,38,35
10,"randomXY010.csv",0.08453526547174,0.753951670769269,0.00782200540417904,28,15
11,"randomXY011.csv",-0.223133463233717,0.0930109421534971,0.0533074526749031,63,54
12,"randomXY012.csv",-0.226221790191612,0.415393798682716,0.0371759406451788,29,20
13,"randomXY013.csv",0.039197665773611,0.784456778061486,0.00114146464672718,77,68
14,"randomXY014.csv",0.119747774114753,0.227675932644233,0.0161287190443918,96,92
15,"randomXY015.csv",-0.0972718658960831,0.372773611594869,0.010068428986407,88,81
16,"randomXY016.csv",0.147912938480584,0.260877014167219,0.0273976524960585,56,48
17,"randomXY017.csv",0.132151203789311,0.165521059013306,0.0219858662290616,97,89
18,"randomXY018.csv",-0.0112831998135857,0.950222099523368,0.000101213326425188,54,41
19,"randomXY019.csv",-0.0440737221302742,0.684206060720606,0.00193294323166347,94,88
20,"randomXY020.csv",0.0391024839401986,0.735067328621671,0.00169495172026672,83,70
21,"randomXY021.csv",-0.120459518151108,0.278981458575845,0.0188763333819322,64,64
22,"randomXY022.csv",-0.226508041013697,0.0355671365317827,0.0509356471964022,92,87
23,"randomXY023.csv",-0.358046208249678,0.187543694982906,0.139982767322026,21,14
24,"randomXY024.csv",0.0203727268087236,0.866494876087608,0.00036459385648273,84,80
25,"randomXY025.csv",0.333616302595672,0.108155750285401,0.123901195826813,34,22
26,"randomXY026.csv",-0.0338520846588762,0.762639337966075,0.00105392414538783,99,89
27,"randomXY027.csv",-0.0761120669087456,0.615355863071648,0.00430590087287431,69,61
28,"randomXY028.csv",-0.113880348591072,0.411497002400204,0.0271471404574841,38,27
29,"randomXY029.csv",0.161342050054813,0.41703152522169,0.0288411331344633,34,25
30,"randomXY030.csv",-0.205175841830897,0.140238103598175,0.0429910052344334,64,52
31,"randomXY031.csv",0.170023292346172,0.226035614431696,0.0231762550203287,71,65
32,"randomXY032.csv",0.0992242591401571,0.401581881487598,0.0153433155815377,63,48
33,"randomXY033.csv",-0.156899651860816,0.21114811249338,0.0202302910615247,79,79
34,"randomXY034.csv",-0.0600612562747604,0.663326684697297,0.00353576965230085,67,56
35,"randomXY035.csv",-0.197018238347704,0.478292678721183,0.021161022317315,30,26
36,"randomXY036.csv",0.0169295965973981,0.922600396253323,0.000222072993844105,54,45
37,"randomXY037.csv",0.11524988571092,0.361623914621235,0.0120756582981282,81,71
38,"randomXY038.csv",-0.0271497794336113,0.80223370305452,0.000778921779165724,90,83
39,"randomXY039.csv",-0.181573206305944,0.196225622472026,0.0296443422264763,76,58
40,"randomXY040.csv",-0.0902200416080501,0.440047229121991,0.00892443499056393,81,69
41,"randomXY041.csv",-0.277817917569379,0.378260632523205,0.0558382179759824,27,16
42,"randomXY042.csv",0.0497856510963061,0.721087514868005,0.00267947186565249,60,50
43,"randomXY043.csv",0.0153445311674583,0.88181826719901,0.000322584178647948,81,71
44,"randomXY044.csv",-0.168828042950146,0.23827275251826,0.0256593573304085,68,56
45,"randomXY045.csv",-0.15674695790505,0.163496510610225,0.0232588982293697,91,85
46,"randomXY046.csv",-0.213194284091985,0.171859557510021,0.0330718342907772,64,58
47,"randomXY047.csv",-0.178237545251216,0.324188720271579,0.0303800894783513,38,34
48,"randomXY048.csv",-0.0737712194111297,0.60978110514218,0.00485697863405568,62,56
49,"randomXY049.csv",0.02334362786908,0.859590882326777,0.000631925930728739,58,52
50,"randomXY050.csv",-0.0160747761464585,0.889595714487394,0.000303406294448475,84,66
51,"randomXY051.csv",0.0485851315050566,0.717587061743888,0.00190785315502319,79,71
52,"randomXY052.csv",-0.0441512684208295,0.776915567812852,0.0024668687947831,37,35
53,"randomXY053.csv",-0.0764103892884876,0.514656886834727,0.0058391037585057,91,75
54,"randomXY054.csv",-0.432900258225595,0.349557155989865,0.0976212657370167,19,11
55,"randomXY055.csv",-0.620992186436819,0.360311673727362,0.140462797681029,20,8
56,"randomXY056.csv",0.120227521105318,0.552414589578172,0.0179336429005116,42,22
57,"randomXY057.csv",0.0638170693513811,0.675341366574218,0.00361011876803656,60,51
58,"randomXY058.csv",-0.0660076704127984,0.819829160139597,0.00356916644087149,24,17
59,"randomXY059.csv",-0.224681457382409,0.280631266510946,0.0414357353876566,40,30
60,"randomXY060.csv",-0.128706677383461,0.582969798141526,0.0205623049941892,27,17
61,"randomXY061.csv",0.112003269340734,0.371378873122472,0.00963842569807215,98,85
62,"randomXY062.csv",0.0978736656697762,0.390567809306094,0.00922953830741437,95,82
63,"randomXY063.csv",-0.0714447045825434,0.634414728946282,0.0061753379148557,52,39
64,"randomXY064.csv",0.00168922737616399,0.988240759791034,3.31631041008556e-06,81,68
65,"randomXY065.csv",-0.169321412906409,0.307756521501713,0.023628705390943,49,46
66,"randomXY066.csv",-0.0474137141482049,0.70459970445641,0.00241264267007586,68,62
67,"randomXY067.csv",-0.268572529763754,0.232722925265086,0.0740539042426883,29,21
68,"randomXY068.csv",0.212214617634269,0.683101673711198,0.0252365564231282,21,9
