# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 13:28:35
# Adrian Wiegman
# ------------------------

"ID","fileName","slope","pVal","r2"
1,"randomXY001.csv",-0.0171251744595746,0.852901154139704,0.000375659838869933
2,"randomXY002.csv",0.0711383038824184,0.630444257569597,0.00530638449966366
3,"randomXY003.csv",-0.0627978729056359,0.6088401270453,0.00479316235440939
4,"randomXY004.csv",0.200330610741801,0.627771289676782,0.0272295482325428
5,"randomXY005.csv",-0.112009163530476,0.256736817109027,0.0156581241130876
6,"randomXY006.csv",-0.183451084045872,0.277489876827955,0.0405274549074289
7,"randomXY007.csv",0.10703989247077,0.334178213792904,0.0121170040978444
8,"randomXY008.csv",0.0334775119973015,0.78030644616002,0.00110285516268364
9,"randomXY009.csv",-0.193336245040465,0.236407334016258,0.0464006818013057
10,"randomXY010.csv",0.10098739628211,0.404188283465715,0.00955147223362992
11,"randomXY011.csv",0.0359665316985579,0.757214775636453,0.00157832968069324
12,"randomXY012.csv",-0.0877809418617607,0.62476317253261,0.00574753381224945
13,"randomXY013.csv",-0.105248365682089,0.593021858467528,0.0107192711053865
14,"randomXY014.csv",-0.0666146719787244,0.847278514896727,0.00492240774504338
15,"randomXY015.csv",-0.156354759004203,0.0898837252950211,0.029670073451777
16,"randomXY016.csv",-0.288691158891467,0.517938566155338,0.0328574298760854
17,"randomXY017.csv",0.0533805467261674,0.785791752417314,0.0037794619676112
18,"randomXY018.csv",-0.0686578086694035,0.564799580989486,0.00469042026456013
19,"randomXY019.csv",-0.0997205178238596,0.654264605473666,0.0120760508686422
20,"randomXY020.csv",0.0841162907690161,0.446120796210942,0.00765891190488135
21,"randomXY021.csv",-0.0219415065794439,0.934510464885467,0.000364780056123675
22,"randomXY022.csv",-0.107547344080814,0.581576619553906,0.0118363925029303
23,"randomXY023.csv",0.0639767583113283,0.580970469512426,0.00402711444238607
24,"randomXY024.csv",-0.393614122162083,0.199729849305465,0.107116698085142
25,"randomXY025.csv",-0.0431685852359663,0.714937719126019,0.00157736386002476
26,"randomXY026.csv",-0.0884260954758444,0.515525672886489,0.00708099986329517
27,"randomXY027.csv",-0.114980990415351,0.400489574088974,0.0164929576734441
28,"randomXY028.csv",-0.110831732902212,0.339040465537043,0.0106335376699472
29,"randomXY029.csv",-0.431584417236915,0.15157566779683,0.151499963735003
30,"randomXY030.csv",-0.0755986824396769,0.475800760133784,0.00637532594563776
31,"randomXY031.csv",0.136550116057534,0.408212182012881,0.0140032355220028
32,"randomXY032.csv",0.0575102098373596,0.636803996320535,0.00345045575224159
33,"randomXY033.csv",0.126999295323813,0.285826442747687,0.0172409499765297
34,"randomXY034.csv",-0.0446297388398356,0.878833011151829,0.00220843682121993
35,"randomXY035.csv",-0.139851280346181,0.471416606801029,0.0218228711695104
36,"randomXY036.csv",0.0159304899208215,0.905184749586749,0.000246712053319144
37,"randomXY037.csv",-0.297696348914495,0.120555200848598,0.101535098061396
38,"randomXY038.csv",-0.669276417263872,0.448755207974496,0.149602223757532
39,"randomXY039.csv",0.271486997511509,0.0834233916564111,0.103218155466348
40,"randomXY040.csv",0.223717298326717,0.438357127402424,0.0319287016156408
41,"randomXY041.csv",-0.10394789229139,0.400385786393612,0.0122226771246109
42,"randomXY042.csv",-0.166868719259795,0.0924831148572688,0.031477266464959
43,"randomXY043.csv",0.116917717826209,0.758408176052422,0.00571426114527266
44,"randomXY044.csv",-0.118834647065287,0.316200271230272,0.0135746121735551
45,"randomXY045.csv",0.12049230911656,0.334428330343765,0.0141228106759581
46,"randomXY046.csv",-0.343102287881053,0.00128775981983625,0.138471738023941
47,"randomXY047.csv",-0.227222894609827,0.338436233090632,0.0539907417615104
48,"randomXY048.csv",0.0274080555248958,0.863855474251799,0.000605998484394021
49,"randomXY049.csv",0.108876249103583,0.404222785559524,0.0134176726050086
